ID,kmeans_k3,kmeans_k4,kmeans_k5,kmeans_k6,gmm_n3,gmm_n4,gmm_n5,gmm_n6,recommended_method,recommended_solution,recommended_cluster,recommended_max_assignment_probability
2098,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
9543,2,3,1,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
6878,2,3,1,1,2,1,3,5,kmeans,kmeans_k3,2,1.0
3310,1,2,3,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
2724,2,2,3,3,2,0,0,4,kmeans,kmeans_k3,2,1.0
948,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
6720,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
6202,0,1,0,2,1,2,3,1,kmeans,kmeans_k3,0,1.0
2066,1,0,2,0,2,1,0,3,kmeans,kmeans_k3,1,1.0
9799,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
8318,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
5642,1,0,2,0,2,1,3,1,kmeans,kmeans_k3,1,1.0
2669,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
455,1,0,2,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
7683,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
3428,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
7414,1,0,2,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
6354,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
798,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
8213,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
2488,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
9999,0,0,2,0,1,2,1,0,kmeans,kmeans_k3,0,1.0
7617,1,2,3,3,2,1,2,1,kmeans,kmeans_k3,1,1.0
615,2,3,1,4,2,1,3,1,kmeans,kmeans_k3,2,1.0
2552,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
194,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
3645,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
8890,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
5049,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
9973,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
7301,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
10882,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
7030,1,0,2,0,1,2,2,1,kmeans,kmeans_k3,1,1.0
7422,2,3,1,1,1,1,3,5,kmeans,kmeans_k3,2,1.0
3523,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
7106,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
6504,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
5067,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
4216,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
8581,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
5929,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
3129,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
6528,2,3,1,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
1361,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
6932,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
7284,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
1340,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
8746,0,1,0,2,1,2,2,5,kmeans,kmeans_k3,0,1.0
5987,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
3767,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
3725,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
4324,1,0,2,4,1,1,2,1,kmeans,kmeans_k3,1,1.0
238,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
6694,0,1,0,2,1,1,3,1,kmeans,kmeans_k3,0,1.0
498,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
9347,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
9699,0,0,2,2,1,1,2,1,kmeans,kmeans_k3,0,1.0
10664,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
5455,1,2,3,3,2,1,2,1,kmeans,kmeans_k3,1,1.0
456,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
5012,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
7495,1,2,3,3,2,1,3,3,kmeans,kmeans_k3,1,1.0
5029,2,3,1,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
10642,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
2106,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
10364,2,3,1,1,0,3,4,2,kmeans,kmeans_k3,2,1.0
5954,1,0,2,4,2,1,3,1,kmeans,kmeans_k3,1,1.0
1137,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
2541,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
1142,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
2276,0,1,0,2,1,1,3,1,kmeans,kmeans_k3,0,1.0
2807,1,0,2,0,1,2,3,1,kmeans,kmeans_k3,1,1.0
6471,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
6131,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
6233,1,0,2,0,1,2,3,1,kmeans,kmeans_k3,1,1.0
4148,1,0,2,4,1,1,3,1,kmeans,kmeans_k3,1,1.0
4947,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
3225,1,0,2,4,2,1,3,1,kmeans,kmeans_k3,1,1.0
7540,0,1,0,3,1,1,3,1,kmeans,kmeans_k3,0,1.0
10648,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
1992,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
7851,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
8594,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
7059,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
2815,2,3,1,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
2416,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
7999,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
9213,2,2,3,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
9697,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
3916,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
2021,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
1581,2,2,3,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
564,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
6619,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
9081,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
178,1,0,2,0,1,1,3,5,kmeans,kmeans_k3,1,1.0
916,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
5512,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
8970,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
10581,1,0,2,4,1,1,2,1,kmeans,kmeans_k3,1,1.0
5300,2,3,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
5154,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
8346,1,0,2,4,2,1,3,1,kmeans,kmeans_k3,1,1.0
1676,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
9286,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
2426,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
5172,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
5562,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
3436,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
3921,2,3,1,4,2,1,3,3,kmeans,kmeans_k3,2,1.0
3403,0,1,0,2,1,2,2,5,kmeans,kmeans_k3,0,1.0
22,1,0,2,4,1,1,2,1,kmeans,kmeans_k3,1,1.0
10965,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
9426,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
6605,1,0,2,0,1,1,1,1,kmeans,kmeans_k3,1,1.0
3136,0,0,2,2,1,1,2,1,kmeans,kmeans_k3,0,1.0
8737,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
11088,0,0,2,0,1,2,2,5,kmeans,kmeans_k3,0,1.0
716,0,1,0,2,1,2,3,1,kmeans,kmeans_k3,0,1.0
466,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
9135,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
10623,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
8151,2,3,1,1,2,3,3,3,kmeans,kmeans_k3,2,1.0
5140,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
10160,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
4945,1,0,2,0,1,1,1,1,kmeans,kmeans_k3,1,1.0
10584,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
6071,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
3386,2,2,3,4,2,1,2,1,kmeans,kmeans_k3,2,1.0
8939,1,0,2,0,1,1,3,5,kmeans,kmeans_k3,1,1.0
9925,1,0,2,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
4320,0,1,0,2,1,1,3,1,kmeans,kmeans_k3,0,1.0
5389,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
6036,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
182,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
203,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
11025,1,2,3,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
10203,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
4607,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
3711,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
3696,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
2532,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
9214,1,0,2,4,1,1,3,1,kmeans,kmeans_k3,1,1.0
4943,0,0,2,0,1,2,1,5,kmeans,kmeans_k3,0,1.0
35,2,3,1,4,2,1,0,3,kmeans,kmeans_k3,2,1.0
2258,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
4322,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
713,0,1,0,2,1,1,1,1,kmeans,kmeans_k3,0,1.0
4702,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
3281,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
702,0,3,1,4,1,1,3,5,kmeans,kmeans_k3,0,1.0
2004,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
4769,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
4437,1,0,2,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
8724,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
10741,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
1991,1,2,3,3,2,1,2,4,kmeans,kmeans_k3,1,1.0
6931,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
11096,0,1,0,2,2,1,3,3,kmeans,kmeans_k3,0,1.0
304,2,3,1,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
3665,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
10591,1,0,2,4,2,1,3,1,kmeans,kmeans_k3,1,1.0
5036,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
5547,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
7822,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
8541,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
10955,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
4368,2,2,3,4,2,1,0,3,kmeans,kmeans_k3,2,1.0
9671,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
2256,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
4279,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
5371,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
9240,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
9460,2,3,1,4,2,1,0,3,kmeans,kmeans_k3,2,1.0
9504,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
8692,1,0,2,4,2,1,3,1,kmeans,kmeans_k3,1,1.0
448,0,0,2,4,1,1,3,5,kmeans,kmeans_k3,0,1.0
8314,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
8420,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
3174,0,0,2,0,1,2,2,5,kmeans,kmeans_k3,0,1.0
7685,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
3179,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
9780,1,0,2,0,1,2,3,5,kmeans,kmeans_k3,1,1.0
10681,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
10232,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
4184,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
9120,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
891,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
10381,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
3525,1,2,3,3,2,0,0,2,kmeans,kmeans_k3,1,1.0
6818,1,0,2,4,1,1,3,1,kmeans,kmeans_k3,1,1.0
3526,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
8181,2,3,1,4,2,1,3,3,kmeans,kmeans_k3,2,1.0
1029,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
7369,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
2574,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
8159,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
1160,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
10242,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
5253,1,0,2,0,2,1,3,1,kmeans,kmeans_k3,1,1.0
5966,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
5314,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
5081,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
5123,2,3,1,1,2,1,0,3,kmeans,kmeans_k3,2,1.0
5756,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
8036,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
9058,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
5057,0,1,0,2,1,1,3,1,kmeans,kmeans_k3,0,1.0
254,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
4179,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
3710,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
7627,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
4501,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
6424,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
3075,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
4992,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
5252,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
7444,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
6919,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
3537,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
10277,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
2453,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
7972,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
895,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
1177,1,0,2,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
7141,1,0,2,4,2,1,0,1,kmeans,kmeans_k3,1,1.0
7232,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
8477,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
2457,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
988,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
7930,2,3,3,4,2,1,3,1,kmeans,kmeans_k3,2,1.0
4587,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
6682,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
6222,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
10299,0,1,0,2,1,1,1,1,kmeans,kmeans_k3,0,1.0
3083,1,0,2,4,1,1,2,1,kmeans,kmeans_k3,1,1.0
8953,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
1503,1,2,3,3,0,3,4,4,kmeans,kmeans_k3,1,1.0
8650,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
10862,1,2,0,3,1,1,3,1,kmeans,kmeans_k3,1,1.0
2782,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
6941,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
10972,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10708,2,3,3,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
6583,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
3641,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
10156,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
4299,0,0,2,0,1,2,3,5,kmeans,kmeans_k3,0,1.0
3469,2,3,1,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
5063,2,2,3,4,2,1,3,1,kmeans,kmeans_k3,2,1.0
10727,1,0,2,0,1,2,3,5,kmeans,kmeans_k3,1,1.0
9624,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
5156,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
4376,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
8923,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
8461,1,2,3,3,2,0,0,2,kmeans,kmeans_k3,1,1.0
6945,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
944,0,3,1,4,2,1,3,5,kmeans,kmeans_k3,0,1.0
1907,1,0,2,0,1,2,3,5,kmeans,kmeans_k3,1,1.0
701,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
3856,0,1,0,2,1,2,3,1,kmeans,kmeans_k3,0,1.0
4149,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
2131,1,0,2,0,1,2,3,5,kmeans,kmeans_k3,1,1.0
2942,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
1173,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
4381,1,2,2,3,2,1,2,1,kmeans,kmeans_k3,1,1.0
4611,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
3376,1,2,3,3,2,1,2,1,kmeans,kmeans_k3,1,1.0
4679,0,0,2,0,1,1,3,1,kmeans,kmeans_k3,0,1.0
10928,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
4248,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
6728,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
6661,1,0,2,0,1,2,3,1,kmeans,kmeans_k3,1,1.0
4725,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
3277,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
5555,2,3,1,1,0,3,4,2,kmeans,kmeans_k3,2,1.0
2564,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
946,2,3,1,1,2,1,3,3,kmeans,kmeans_k3,2,1.0
3867,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
6940,1,0,2,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
55,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
7093,2,3,1,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
5084,0,1,0,2,1,1,3,1,kmeans,kmeans_k3,0,1.0
1777,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
8162,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
10826,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
8754,1,2,3,3,2,0,0,2,kmeans,kmeans_k3,1,1.0
1987,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
11007,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
7426,1,2,3,3,2,1,3,1,kmeans,kmeans_k3,1,1.0
9153,0,1,0,2,1,2,3,1,kmeans,kmeans_k3,0,1.0
10379,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
9204,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
3197,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
2920,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
6961,2,3,1,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
4673,1,0,2,0,1,2,3,5,kmeans,kmeans_k3,1,1.0
9937,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
8779,1,2,3,4,2,1,3,1,kmeans,kmeans_k3,1,1.0
9596,0,1,0,2,1,1,1,0,kmeans,kmeans_k3,0,1.0
2891,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
4910,0,0,2,0,1,2,1,0,kmeans,kmeans_k3,0,1.0
75,2,3,1,4,2,1,3,5,kmeans,kmeans_k3,2,1.0
10120,1,2,3,3,2,1,2,1,kmeans,kmeans_k3,1,1.0
6327,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10142,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
9826,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
1501,0,1,0,2,0,3,3,5,kmeans,kmeans_k3,0,1.0
10767,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
7279,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
7230,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
143,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
450,0,1,0,2,2,1,3,1,kmeans,kmeans_k3,0,1.0
9316,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
6379,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
9239,1,2,2,3,2,1,2,1,kmeans,kmeans_k3,1,1.0
8315,2,3,3,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
2868,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
10888,0,0,2,2,1,1,1,5,kmeans,kmeans_k3,0,1.0
1277,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
9977,0,0,2,4,1,2,3,5,kmeans,kmeans_k3,0,1.0
10196,0,0,2,4,1,1,3,5,kmeans,kmeans_k3,0,1.0
6384,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
8029,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
968,1,0,2,4,2,1,3,1,kmeans,kmeans_k3,1,1.0
6988,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
4472,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
6991,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
3336,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
4301,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
1940,2,3,1,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
1272,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
1388,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
1044,0,1,0,2,1,1,3,1,kmeans,kmeans_k3,0,1.0
6969,1,0,2,4,2,1,3,1,kmeans,kmeans_k3,1,1.0
10479,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
3619,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
1715,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
10159,0,0,2,4,1,1,3,5,kmeans,kmeans_k3,0,1.0
1463,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
5114,1,0,2,0,1,2,3,5,kmeans,kmeans_k3,1,1.0
4990,1,0,2,0,1,1,1,1,kmeans,kmeans_k3,1,1.0
4329,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
10936,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
4692,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
7212,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
6086,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
437,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
11171,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
11101,0,0,2,0,1,2,1,0,kmeans,kmeans_k3,0,1.0
5329,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
610,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
9384,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
5956,1,0,2,4,1,1,2,1,kmeans,kmeans_k3,1,1.0
10430,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
7875,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
7072,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
6255,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
6516,2,3,1,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
5564,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
5682,1,0,2,0,1,2,2,1,kmeans,kmeans_k3,1,1.0
7458,1,2,3,4,2,0,0,3,kmeans,kmeans_k3,1,1.0
5237,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
7761,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
5278,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
3560,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
